step,time,msd
80900,404.5,3941.75582323031
81000,405,3949.85895049533
81100,405.5,3958.54553401193
81200,406,3963.44531888712
81300,406.5,3970.12647605502
81400,407,3971.57782048784
81500,407.5,3973.81019914829
81600,408,3977.8711989641
81700,408.5,3980.16256676554
81800,409,3979.79082593902
81900,409.5,3981.84192474532
82000,410,3991.95236901172
82100,410.5,4001.29877015549
82200,411,4010.41981697245
82300,411.5,4022.03704559345
82400,412,4032.97154122554
82500,412.5,4042.50960063016
82600,413,4047.06696869203
82700,413.5,4048.00639935373
82800,414,4055.40577450501
82900,414.5,4062.55020058701
83000,415,4062.07667932422
83100,415.5,4060.55603923973
83200,416,4064.46032608608
83300,416.5,4066.40492063793
83400,417,4062.83709904957
83500,417.5,4067.78298950222
83600,418,4068.31241082205
83700,418.5,4064.35881783514
83800,419,4061.63408690403
83900,419.5,4058.12939723689
84000,420,4057.67752806495
84100,420.5,4064.69785126927
84200,421,4073.6141866616
84300,421.5,4085.21017457649
84400,422,4092.36787224516
84500,422.5,4098.2853490493
84600,423,4104.55634436601
84700,423.5,4111.21258930214
84800,424,4118.28711585303
84900,424.5,4122.48053668712
85000,425,4127.35449521315
85100,425.5,4134.51745418471
85200,426,4143.14415608345
85300,426.5,4154.46512351927
85400,427,4164.36971313641
85500,427.5,4176.58244943394
85600,428,4186.45477597203
85700,428.5,4191.19995523211
85800,429,4196.09553678658
85900,429.5,4202.05404209364
86000,430,4205.96390708495
86100,430.5,4209.19677729997
86200,431,4207.55856877006
86300,431.5,4215.81506435289
86400,432,4222.88852367055
86500,432.5,4228.11537282637
86600,433,4237.40122374109
86700,433.5,4245.53951216403
86800,434,4249.61299411204
86900,434.5,4245.69972665245
87000,435,4239.41430443694
87100,435.5,4241.07251480009
87200,436,4240.03175879878
87300,436.5,4248.43921327137
87400,437,4253.49650755382
87500,437.5,4261.23327146558
87600,438,4267.86743216304
87700,438.5,4278.52270665899
87800,439,4285.76013647908
87900,439.5,4290.93210579109
88000,440,4294.25801143916
88100,440.5,4296.74037179646
88200,441,4299.49517292579
88300,441.5,4304.29876812963
88400,442,4309.15098376969
88500,442.5,4320.8324533573
88600,443,4330.21543502072
88700,443.5,4341.53242189368
88800,444,4351.43266221091
88900,444.5,4356.29647362955
89000,445,4369.40116862191
89100,445.5,4385.39852559287
89200,446,4396.07136185321
89300,446.5,4406.91952854616
89400,447,4417.87053706434
89500,447.5,4424.26370181738
89600,448,4431.49154084944
89700,448.5,4436.88793971033
89800,449,4446.61693852132
89900,449.5,4452.35318734308
90000,450,4456.16557694778
90100,450.5,4462.66982368537
90200,451,4470.2114924149
90300,451.5,4478.61792555292
90400,452,4487.16640043635
90500,452.5,4494.13194765835
90600,453,4501.93480068412
90700,453.5,4507.73744121959
90800,454,4516.70779107689
90900,454.5,4526.74042858068
91000,455,4536.26594499184
91100,455.5,4542.67530649623
91200,456,4549.97269381599
91300,456.5,4556.1263217962
91400,457,4564.36152712278
91500,457.5,4573.39820130628
91600,458,4584.69711374454
91700,458.5,4589.03843374652
91800,459,4593.86920723145
91900,459.5,4599.8027119722
92000,460,4611.89266521068
92100,460.5,4623.6263846157
92200,461,4636.56478303992
92300,461.5,4647.77053711039
92400,462,4655.79965959091
92500,462.5,4661.99332204323
92600,463,4665.85807807216
92700,463.5,4670.88647887787
92800,464,4669.14853456734
92900,464.5,4666.49530129964
93000,465,4671.60831950342
93100,465.5,4674.59780430299
93200,466,4679.48178806385
93300,466.5,4688.97382344077
93400,467,4692.86668576514
93500,467.5,4695.12415887444
93600,468,4700.77267392437
93700,468.5,4712.59663791241
93800,469,4722.62966198141
93900,469.5,4729.20414402624
94000,470,4736.74939168586
94100,470.5,4741.02873780004
94200,471,4741.16938384452
94300,471.5,4740.79662826018
94400,472,4743.55632771514
94500,472.5,4749.95626195793
94600,473,4752.33189767324
94700,473.5,4749.95500945578
94800,474,4752.50503054376
94900,474.5,4759.2982067665
95000,475,4766.22260214171
95100,475.5,4776.37322889244
95200,476,4786.86889037292
95300,476.5,4798.01945912434
95400,477,4802.89606001601
95500,477.5,4804.35145620184
95600,478,4803.7265175473
95700,478.5,4808.88972176288
95800,479,4815.12925865682
95900,479.5,4823.76594735533
96000,480,4833.5780762823
96100,480.5,4839.11693104331
96200,481,4842.37742184479
96300,481.5,4845.55057160328
96400,482,4852.06302942702
96500,482.5,4858.82268647868
96600,483,4863.85984193886
96700,483.5,4867.8905189841
96800,484,4870.56711309586
96900,484.5,4872.28687587465
97000,485,4870.57473596527
97100,485.5,4869.35515166437
97200,486,4872.72242651378
97300,486.5,4874.75137226933
97400,487,4880.44021456792
97500,487.5,4887.01928051008
97600,488,4893.956122588
97700,488.5,4898.03154672004
97800,489,4905.4241332045
97900,489.5,4914.35820441326
98000,490,4920.39821205269
98100,490.5,4921.94891415561
98200,491,4924.50431933348
98300,491.5,4932.91866947131
98400,492,4939.03813223414
98500,492.5,4941.21916273145
98600,493,4939.93319556248
98700,493.5,4941.1235769911
98800,494,4946.25869192218
98900,494.5,4951.5342579503
99000,495,4956.80733601765
99100,495.5,4955.93990546642
99200,496,4956.67070386495
99300,496.5,4954.04996833684
99400,497,4954.3346939841
99500,497.5,4958.42861229277
99600,498,4961.05581447011
99700,498.5,4963.20197562103
99800,499,4966.12605789646
99900,499.5,4968.15466677606
100000,500,4969.73203797171
